date,year,trap_id,trap_type,length,order,family
6/19/2021,2021,c10,m,0.819,diptera,culicomorpha
6/19/2021,2021,c10,m,0.749,diptera,culicomorpha
6/19/2021,2021,c10,m,1.014,diptera,culicomorpha
6/19/2021,2021,c10,m,1.225,diptera,culicomorpha
6/19/2021,2021,c10,m,0.919,diptera,culicomorpha
6/19/2021,2021,c10,m,0.889,diptera,culicomorpha
6/19/2021,2021,c10,m,0.677,diptera,culicomorpha
6/19/2021,2021,c10,m,0.832,diptera,culicomorpha
6/19/2021,2021,c10,m,1.195,diptera,culicomorpha
6/19/2021,2021,c10,m,0.922,diptera,culicomorpha
6/19/2021,2021,c10,m,1.128,diptera,culicomorpha
6/19/2021,2021,c10,m,0.915,diptera,culicomorpha
6/19/2021,2021,c10,m,1.195,diptera,culicomorpha
6/19/2021,2021,c10,m,0.912,diptera,culicomorpha
6/19/2021,2021,c10,m,1.055,diptera,culicomorpha
6/19/2021,2021,c10,m,0.917,diptera,culicomorpha
6/19/2021,2021,c10,m,0.966,diptera,culicomorpha
6/19/2021,2021,c10,m,0.837,diptera,culicomorpha
6/19/2021,2021,c10,m,0.804,diptera,culicomorpha
6/19/2021,2021,c10,m,0.65,diptera,culicomorpha
6/19/2021,2021,c10,m,0.673,diptera,culicomorpha
6/19/2021,2021,c10,m,1.035,diptera,culicomorpha
6/19/2021,2021,c10,m,0.897,diptera,culicomorpha
6/19/2021,2021,c10,m,0.896,diptera,culicomorpha
6/19/2021,2021,c10,m,0.799,diptera,culicomorpha
6/19/2021,2021,c10,m,0.929,diptera,culicomorpha
6/19/2021,2021,c10,m,0.837,diptera,culicomorpha
6/19/2021,2021,c10,m,0.782,diptera,culicomorpha
6/19/2021,2021,c10,m,0.935,diptera,culicomorpha
6/19/2021,2021,c10,m,1.066,diptera,culicomorpha
6/19/2021,2021,c10,m,0.841,diptera,culicomorpha
6/19/2021,2021,c10,m,0.897,diptera,culicomorpha
6/19/2021,2021,c10,m,0.708,diptera,culicomorpha
6/19/2021,2021,c10,m,0.784,diptera,culicomorpha
6/19/2021,2021,c10,m,0.799,diptera,culicomorpha
6/19/2021,2021,c10,m,0.86,diptera,culicomorpha
6/19/2021,2021,c10,m,0.861,diptera,culicomorpha
6/19/2021,2021,c10,m,0.847,diptera,culicomorpha
6/19/2021,2021,c10,m,0.785,diptera,culicomorpha
6/19/2021,2021,c10,m,0.785,diptera,culicomorpha
6/19/2021,2021,c10,m,1.024,diptera,culicomorpha
6/19/2021,2021,c10,m,0.79,diptera,culicomorpha
6/19/2021,2021,c10,m,0.896,diptera,culicomorpha
6/19/2021,2021,c10,m,1.011,diptera,culicomorpha
6/19/2021,2021,c10,m,0.907,diptera,culicomorpha
6/19/2021,2021,c10,m,0.806,diptera,culicomorpha
6/19/2021,2021,c10,m,0.856,diptera,culicomorpha
6/19/2021,2021,c10,m,0.973,diptera,culicomorpha
6/19/2021,2021,c10,m,1.179,diptera,culicomorpha
6/19/2021,2021,c10,m,0.866,diptera,culicomorpha
6/19/2021,2021,c10,m,0.841,diptera,culicomorpha
6/19/2021,2021,c10,m,0.824,diptera,culicomorpha
6/19/2021,2021,c10,m,1.208,diptera,culicomorpha
6/19/2021,2021,c10,m,0.912,diptera,culicomorpha
6/19/2021,2021,c10,m,0.873,diptera,culicomorpha
6/19/2021,2021,c10,m,0.872,diptera,culicomorpha
6/19/2021,2021,c10,m,0.904,diptera,culicomorpha
6/19/2021,2021,c10,m,0.846,diptera,culicomorpha
6/19/2021,2021,c10,m,0.741,diptera,culicomorpha
6/19/2021,2021,c10,m,0.909,diptera,culicomorpha
6/19/2021,2021,c10,m,0.899,diptera,culicomorpha
6/19/2021,2021,c10,m,0.781,diptera,culicomorpha
6/19/2021,2021,c10,m,1.117,diptera,culicomorpha
6/19/2021,2021,c10,m,0.947,diptera,culicomorpha
6/19/2021,2021,c10,m,0.837,diptera,culicomorpha
6/19/2021,2021,c10,m,0.81,diptera,culicomorpha
6/19/2021,2021,c10,m,0.694,diptera,culicomorpha
6/19/2021,2021,c10,m,0.952,diptera,culicomorpha
6/19/2021,2021,c10,m,0.993,diptera,culicomorpha
6/19/2021,2021,c10,m,1,diptera,culicomorpha
6/19/2021,2021,c10,m,0.978,diptera,culicomorpha
6/19/2021,2021,c10,m,1.052,diptera,culicomorpha
6/19/2021,2021,c10,m,1.098,diptera,culicomorpha
6/19/2021,2021,c10,m,1.129,diptera,culicomorpha
6/19/2021,2021,c10,m,0.909,diptera,culicomorpha
6/19/2021,2021,c10,m,0.934,diptera,culicomorpha
6/19/2021,2021,c10,m,0.951,diptera,culicomorpha
6/19/2021,2021,c10,m,1.166,diptera,culicomorpha
6/19/2021,2021,c10,m,0.74,diptera,culicomorpha
6/19/2021,2021,c10,m,0.819,diptera,culicomorpha
6/19/2021,2021,c10,m,0.844,diptera,culicomorpha
6/19/2021,2021,c10,m,0.54,diptera,culicomorpha
6/19/2021,2021,c10,m,0.947,diptera,culicomorpha
6/19/2021,2021,c10,m,0.843,diptera,culicomorpha
6/19/2021,2021,c10,m,0.911,diptera,culicomorpha
6/19/2021,2021,c10,m,0.768,diptera,culicomorpha
6/19/2021,2021,c10,m,1.077,diptera,culicomorpha
6/19/2021,2021,c10,m,0.77,diptera,culicomorpha
6/19/2021,2021,c10,m,0.769,diptera,culicomorpha
6/19/2021,2021,c10,m,1,diptera,culicomorpha
6/19/2021,2021,c10,m,0.888,diptera,culicomorpha
6/19/2021,2021,c10,m,0.819,diptera,culicomorpha
6/19/2021,2021,c10,m,0.838,diptera,culicomorpha
6/19/2021,2021,c10,m,1.013,diptera,culicomorpha
6/19/2021,2021,c10,m,0.885,diptera,culicomorpha
6/19/2021,2021,c10,m,0.909,diptera,culicomorpha
6/19/2021,2021,c10,m,0.628,diptera,culicomorpha
6/19/2021,2021,c10,m,0.941,diptera,culicomorpha
6/19/2021,2021,c10,m,0.745,diptera,culicomorpha
6/19/2021,2021,c10,m,0.935,diptera,culicomorpha
6/19/2021,2021,c10,m,0.826,diptera,culicomorpha
6/19/2021,2021,c10,m,0.925,diptera,culicomorpha
6/19/2021,2021,c10,m,1.001,diptera,culicomorpha
6/19/2021,2021,c10,m,1.091,diptera,culicomorpha
6/19/2021,2021,c10,m,0.73,diptera,culicomorpha
6/19/2021,2021,c10,m,0.887,diptera,culicomorpha
6/19/2021,2021,c10,m,0.888,diptera,culicomorpha
6/19/2021,2021,c10,m,0.778,diptera,culicomorpha
6/19/2021,2021,c10,m,0.876,diptera,culicomorpha
6/19/2021,2021,c10,m,0.771,diptera,culicomorpha
6/19/2021,2021,c10,m,0.859,diptera,culicomorpha
6/19/2021,2021,c10,m,0.885,diptera,culicomorpha
6/19/2021,2021,c10,m,0.971,diptera,culicomorpha
6/19/2021,2021,c10,m,0.971,diptera,culicomorpha
6/19/2021,2021,c10,m,0.994,diptera,culicomorpha
6/19/2021,2021,c10,m,1.072,diptera,culicomorpha
6/19/2021,2021,c10,m,0.914,diptera,culicomorpha
6/19/2021,2021,c10,m,5.489,coleoptera,tenebrionidae
6/19/2021,2021,c10,m,6.415,coleoptera,lampyridae
6/19/2021,2021,c10,m,5.432,lepidoptera,lepidoptera
6/19/2021,2021,c10,m,5.882,lepidoptera,lepidoptera
6/19/2021,2021,c10,m,1.607,diptera,culicomorpha
6/19/2021,2021,c10,m,1.54,diptera,culicomorpha
6/19/2021,2021,c10,m,1.689,diptera,culicomorpha
6/19/2021,2021,c10,m,1.264,diptera,culicomorpha
6/19/2021,2021,c10,m,1.627,diptera,culicomorpha
6/19/2021,2021,c10,m,1.7,diptera,culicomorpha
6/19/2021,2021,c10,m,1.73,diptera,culicomorpha
6/19/2021,2021,c10,m,1.689,diptera,culicomorpha
6/19/2021,2021,c10,m,1.558,diptera,culicomorpha
6/19/2021,2021,c10,m,1.526,diptera,culicomorpha
6/19/2021,2021,c10,m,1.225,diptera,culicomorpha
6/19/2021,2021,c10,m,1.424,diptera,culicomorpha
6/19/2021,2021,c10,m,1.613,diptera,culicomorpha
6/19/2021,2021,c10,m,1.514,diptera,culicomorpha
6/19/2021,2021,c10,m,1.55,diptera,culicomorpha
6/19/2021,2021,c10,m,1.322,diptera,culicomorpha
6/19/2021,2021,c10,m,1.485,diptera,culicomorpha
6/19/2021,2021,c10,m,2.038,diptera,culicomorpha
6/19/2021,2021,c10,m,1.269,diptera,culicomorpha
6/19/2021,2021,c10,m,1.795,diptera,culicomorpha
6/19/2021,2021,c10,m,1.573,diptera,culicomorpha
6/19/2021,2021,c10,m,1.576,diptera,culicomorpha
6/19/2021,2021,c10,m,1.562,diptera,culicomorpha
6/19/2021,2021,c10,m,1.705,diptera,culicomorpha
6/19/2021,2021,c10,m,1.43,diptera,culicomorpha
6/19/2021,2021,c10,m,1.615,diptera,culicomorpha
6/19/2021,2021,c10,m,1.59,diptera,culicomorpha
6/19/2021,2021,c10,m,1.482,diptera,culicomorpha
6/19/2021,2021,c10,m,1.751,diptera,culicomorpha
6/19/2021,2021,c10,m,1.705,diptera,culicomorpha
6/19/2021,2021,c10,m,1.515,diptera,culicomorpha
6/19/2021,2021,c10,m,1.039,diptera,culicomorpha
6/19/2021,2021,c10,m,1.691,diptera,culicomorpha
6/19/2021,2021,c10,m,1.741,diptera,culicomorpha
6/19/2021,2021,c10,m,1.868,diptera,culicomorpha
6/19/2021,2021,c10,m,1.294,diptera,culicomorpha
6/19/2021,2021,c10,m,1.668,diptera,culicomorpha
6/19/2021,2021,c10,m,1.681,diptera,culicomorpha
6/19/2021,2021,c10,m,1.462,diptera,culicomorpha
6/19/2021,2021,c10,m,1.617,diptera,culicomorpha
6/19/2021,2021,c11,m,3.414,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,2.645,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,2.828,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,2.921,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,2.969,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,2.858,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,6.165,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,2.821,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,1.234,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,1.805,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,1.136,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,3.438,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,7.757,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,5.033,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,4.796,lepidoptera,lepidoptera
6/19/2021,2021,c11,m,1.845,hemiptera,hemiptera
6/19/2021,2021,c11,m,1.144,diptera,culicomorpha
6/19/2021,2021,c11,m,1.159,diptera,culicomorpha
6/19/2021,2021,c11,m,1.074,diptera,culicomorpha
6/19/2021,2021,c11,m,1.183,diptera,culicomorpha
6/19/2021,2021,c11,m,1.317,diptera,culicomorpha
6/19/2021,2021,c11,m,1.145,diptera,culicomorpha
6/19/2021,2021,c11,m,1.172,diptera,culicomorpha
6/19/2021,2021,c11,m,1.165,diptera,culicomorpha
6/19/2021,2021,c11,m,1.391,diptera,culicomorpha
6/19/2021,2021,c11,m,1.041,diptera,culicomorpha
6/19/2021,2021,c11,m,1.187,diptera,culicomorpha
6/19/2021,2021,c11,m,1.241,diptera,culicomorpha
6/19/2021,2021,c11,m,1.266,diptera,culicomorpha
6/19/2021,2021,c11,m,0.968,diptera,culicomorpha
6/19/2021,2021,c11,m,1.181,diptera,culicomorpha
6/19/2021,2021,c11,m,1.135,diptera,culicomorpha
6/19/2021,2021,c11,m,1.23,diptera,culicomorpha
6/19/2021,2021,c11,m,1.142,diptera,culicomorpha
6/19/2021,2021,c11,m,1.217,diptera,culicomorpha
6/19/2021,2021,c11,m,1.16,diptera,culicomorpha
6/19/2021,2021,c11,m,1.121,diptera,culicomorpha
6/19/2021,2021,c11,m,1.384,diptera,culicomorpha
6/19/2021,2021,c11,m,1.112,diptera,culicomorpha
6/19/2021,2021,c11,m,1.21,diptera,culicomorpha
6/19/2021,2021,c11,m,1.181,diptera,culicomorpha
6/19/2021,2021,c11,m,1.198,diptera,culicomorpha
6/19/2021,2021,c11,m,1.12,diptera,culicomorpha
6/19/2021,2021,c11,m,1.184,diptera,culicomorpha
6/19/2021,2021,c11,m,0.751,diptera,culicomorpha
6/19/2021,2021,c11,m,1.085,diptera,culicomorpha
6/19/2021,2021,c11,m,1.17,diptera,culicomorpha
6/19/2021,2021,c11,m,1.241,diptera,culicomorpha
6/19/2021,2021,c11,m,1.099,diptera,culicomorpha
6/19/2021,2021,c11,m,1.166,diptera,culicomorpha
6/19/2021,2021,c11,m,0.711,diptera,culicomorpha
6/19/2021,2021,c11,m,1.1,diptera,culicomorpha
6/19/2021,2021,c11,m,1.276,diptera,culicomorpha
6/19/2021,2021,c11,m,1.18,diptera,culicomorpha
6/19/2021,2021,c11,m,0.992,diptera,culicomorpha
6/19/2021,2021,c11,m,1.234,diptera,culicomorpha
6/19/2021,2021,c11,m,1.211,diptera,culicomorpha
6/19/2021,2021,c11,m,1.152,diptera,culicomorpha
6/19/2021,2021,c11,m,1.049,diptera,culicomorpha
6/19/2021,2021,c11,m,1.014,diptera,culicomorpha
6/19/2021,2021,c11,m,1.321,diptera,culicomorpha
6/19/2021,2021,c11,m,1.216,diptera,culicomorpha
6/19/2021,2021,c11,m,1.205,diptera,culicomorpha
6/19/2021,2021,c11,m,0.652,diptera,culicomorpha
6/19/2021,2021,c11,m,1.309,diptera,culicomorpha
6/19/2021,2021,c11,m,1.242,diptera,culicomorpha
6/19/2021,2021,c11,m,1.151,diptera,culicomorpha
6/19/2021,2021,c11,m,1.206,diptera,culicomorpha
6/19/2021,2021,c11,m,1.2,diptera,culicomorpha
6/19/2021,2021,c11,m,1.143,diptera,culicomorpha
6/19/2021,2021,c11,m,0.902,diptera,culicomorpha
6/19/2021,2021,c11,m,1.221,diptera,culicomorpha
6/19/2021,2021,c11,m,1.349,diptera,culicomorpha
6/19/2021,2021,c11,m,0.707,diptera,culicomorpha
6/19/2021,2021,c11,m,1.175,diptera,culicomorpha
6/19/2021,2021,c11,m,1.188,diptera,culicomorpha
6/19/2021,2021,c11,m,1.171,diptera,culicomorpha
6/19/2021,2021,c11,m,1.227,diptera,culicomorpha
6/19/2021,2021,c11,m,0.959,diptera,culicomorpha
6/19/2021,2021,c11,m,1.107,diptera,culicomorpha
6/19/2021,2021,c11,m,1.129,diptera,culicomorpha
6/19/2021,2021,c11,m,1.378,diptera,culicomorpha
6/19/2021,2021,c11,m,1.271,diptera,culicomorpha
6/19/2021,2021,c11,m,0.955,diptera,culicomorpha
6/19/2021,2021,c11,m,1.326,diptera,culicomorpha
6/19/2021,2021,c11,m,1.252,diptera,culicomorpha
6/19/2021,2021,c11,m,1.367,diptera,culicomorpha
6/19/2021,2021,c11,m,1.299,diptera,culicomorpha
6/19/2021,2021,c11,m,1.226,diptera,culicomorpha
6/19/2021,2021,c11,m,1.267,diptera,culicomorpha
6/19/2021,2021,c11,m,1.206,diptera,culicomorpha
6/19/2021,2021,c11,m,1.349,diptera,culicomorpha
6/19/2021,2021,c11,m,1.175,diptera,culicomorpha
6/19/2021,2021,c11,m,1.12,diptera,culicomorpha
6/19/2021,2021,c11,m,1.224,diptera,culicomorpha
6/19/2021,2021,c11,m,1.292,diptera,culicomorpha
6/19/2021,2021,c11,m,1.241,diptera,culicomorpha
6/19/2021,2021,c11,m,0.968,diptera,culicomorpha
6/19/2021,2021,c11,m,1.206,diptera,culicomorpha
6/19/2021,2021,c11,m,1.091,diptera,culicomorpha
6/19/2021,2021,c11,m,1.238,diptera,culicomorpha
6/19/2021,2021,c11,m,0.866,diptera,culicomorpha
6/19/2021,2021,c11,m,1.049,diptera,culicomorpha
6/19/2021,2021,c11,m,0.776,diptera,culicomorpha
6/19/2021,2021,c11,m,0.776,diptera,culicomorpha
6/19/2021,2021,c11,m,1.329,diptera,culicomorpha
6/19/2021,2021,c11,m,1.162,diptera,culicomorpha
6/19/2021,2021,c11,m,1.039,diptera,culicomorpha
6/19/2021,2021,c11,m,1.148,diptera,culicomorpha
6/19/2021,2021,c11,m,1.153,diptera,culicomorpha
6/19/2021,2021,c11,m,1.233,diptera,culicomorpha
6/19/2021,2021,c11,m,0.719,diptera,culicomorpha
6/19/2021,2021,c11,m,7.318,hemiptera,cercopoidea
6/19/2021,2021,c11,m,4.214,diptera,diptera
6/19/2021,2021,c11,m,9.804,coleoptera,elateridae
6/19/2021,2021,c11,m,1.372,diptera,culicomorpha
6/19/2021,2021,c11,m,1.107,diptera,culicomorpha
6/19/2021,2021,c11,m,17.868,blattodea,blattidae
6/19/2021,2021,c11,m,1.219,diptera,diptera
6/19/2021,2021,c11,m,0.707,diptera,culicomorpha
6/19/2021,2021,c11,m,0.754,diptera,culicomorpha
6/19/2021,2021,c11,m,0.638,diptera,culicomorpha
6/19/2021,2021,c11,m,0.873,diptera,culicomorpha
6/19/2021,2021,c11,m,0.747,diptera,culicomorpha
6/19/2021,2021,c11,m,1.069,diptera,culicomorpha
6/19/2021,2021,c11,m,0.902,diptera,culicomorpha
6/19/2021,2021,c11,m,0.856,diptera,culicomorpha
6/19/2021,2021,c11,m,0.856,diptera,culicomorpha
6/19/2021,2021,c11,m,0.785,diptera,culicomorpha
6/19/2021,2021,c11,m,0.822,diptera,culicomorpha
6/19/2021,2021,c11,m,0.702,diptera,culicomorpha
6/19/2021,2021,c11,m,0.791,diptera,culicomorpha
6/19/2021,2021,c11,m,0.746,diptera,culicomorpha
6/19/2021,2021,c11,m,0.826,diptera,culicomorpha
6/19/2021,2021,c11,m,0.701,diptera,culicomorpha
6/19/2021,2021,c11,m,0.954,diptera,culicomorpha
6/19/2021,2021,c11,m,0.698,diptera,culicomorpha
6/19/2021,2021,c11,m,0.651,diptera,culicomorpha
6/19/2021,2021,c11,m,0.659,diptera,culicomorpha
6/19/2021,2021,c11,m,0.835,diptera,culicomorpha
6/19/2021,2021,c11,m,0.903,diptera,culicomorpha
6/19/2021,2021,c11,m,0.902,diptera,culicomorpha
6/19/2021,2021,c11,m,0.642,diptera,culicomorpha
6/19/2021,2021,c11,m,0.898,diptera,culicomorpha
6/19/2021,2021,c11,m,0.942,diptera,culicomorpha
6/19/2021,2021,c11,m,0.928,diptera,culicomorpha
6/19/2021,2021,c11,m,0.958,diptera,culicomorpha
6/19/2021,2021,c11,m,1.112,diptera,culicomorpha
6/19/2021,2021,c11,m,0.799,diptera,culicomorpha
6/19/2021,2021,c11,m,1.284,diptera,culicomorpha
6/19/2021,2021,c11,m,1.36,coleoptera,staphylinidae
6/21/2021,2021,c53,m,3.129643,lepidoptera,lepidoptera
6/21/2021,2021,c53,m,2.863202,lepidoptera,lepidoptera
6/21/2021,2021,c53,m,3.764213,lepidoptera,lepidoptera
6/21/2021,2021,c53,m,3.691926,lepidoptera,lepidoptera
6/21/2021,2021,c53,m,12.868653,hymenoptera,hymenoptera
6/21/2021,2021,c53,m,4.841771,hemiptera,hemiptera
6/21/2021,2021,c53,m,0.976451,diptera,culicomorpha
6/21/2021,2021,c53,m,1.127493,diptera,culicomorpha
6/21/2021,2021,c53,m,0.877788,diptera,culicomorpha
6/21/2021,2021,c53,m,1.13637,diptera,culicomorpha
6/21/2021,2021,c53,m,1.86835,diptera,culicomorpha
6/21/2021,2021,c53,m,2.055382,diptera,culicomorpha
6/21/2021,2021,c53,m,1.734124,diptera,culicomorpha
6/21/2021,2021,c53,m,1.882701,diptera,culicomorpha
6/21/2021,2021,c53,m,1.335956,diptera,culicomorpha
6/21/2021,2021,c53,m,1.809089,diptera,culicomorpha
6/21/2021,2021,c53,m,1.151977,diptera,culicomorpha
6/21/2021,2021,c53,m,1.652463,diptera,culicomorpha
6/21/2021,2021,c53,m,1.472113,diptera,culicomorpha
6/21/2021,2021,c53,m,0.715206,diptera,culicomorpha
6/21/2021,2021,c53,m,0.934058,diptera,culicomorpha
6/21/2021,2021,c53,m,2.028501,diptera,culicomorpha
6/21/2021,2021,c53,m,1.123651,diptera,culicomorpha
6/21/2021,2021,c53,m,0.993231,diptera,culicomorpha
6/21/2021,2021,c53,m,0.758351,diptera,culicomorpha
6/21/2021,2021,c53,m,1.221876,diptera,culicomorpha
6/21/2021,2021,c53,m,0.90951,diptera,culicomorpha
6/21/2021,2021,c53,m,1.928012,diptera,culicomorpha
6/21/2021,2021,c53,m,1.064719,diptera,culicomorpha
6/21/2021,2021,c53,m,0.928492,diptera,culicomorpha
6/21/2021,2021,c53,m,0.553947,diptera,culicomorpha
6/21/2021,2021,c53,m,1.071166,diptera,culicomorpha
6/21/2021,2021,c53,m,1.203853,diptera,culicomorpha
6/21/2021,2021,c53,m,0.706448,diptera,culicomorpha
6/21/2021,2021,c53,m,1.067035,diptera,culicomorpha
6/21/2021,2021,c53,m,1.445462,diptera,culicomorpha
6/21/2021,2021,c53,m,1.274438,diptera,culicomorpha
6/21/2021,2021,c53,m,1.897556,diptera,culicomorpha
6/21/2021,2021,c53,m,1.469698,diptera,culicomorpha
6/21/2021,2021,c53,m,0.658836,diptera,culicomorpha
6/21/2021,2021,c53,m,1.894778,diptera,culicomorpha
6/21/2021,2021,c53,m,1.660371,diptera,culicomorpha
6/21/2021,2021,c53,m,1.615138,diptera,culicomorpha
6/21/2021,2021,c53,m,0.904066,diptera,culicomorpha
6/21/2021,2021,c53,m,0.843191,diptera,culicomorpha
6/21/2021,2021,c53,m,0.981676,diptera,culicomorpha
6/21/2021,2021,c53,m,0.767125,diptera,culicomorpha
6/21/2021,2021,c53,m,0.779926,diptera,culicomorpha
6/21/2021,2021,c53,m,0.444445,diptera,culicomorpha
6/21/2021,2021,c53,m,1.180664,diptera,culicomorpha
6/21/2021,2021,c53,m,0.830045,diptera,culicomorpha
6/21/2021,2021,c53,m,1.377848,diptera,culicomorpha
6/21/2021,2021,c53,m,0.760843,diptera,culicomorpha
6/21/2021,2021,c53,m,1.284919,diptera,culicomorpha
6/21/2021,2021,c53,m,1.49501,diptera,culicomorpha
6/21/2021,2021,c53,m,1.10104,diptera,culicomorpha
6/21/2021,2021,c53,m,1.26684,diptera,culicomorpha
6/21/2021,2021,c53,m,0.679817,diptera,culicomorpha
6/21/2021,2021,c53,m,0.738897,diptera,culicomorpha
6/21/2021,2021,c53,m,1.293493,diptera,culicomorpha
6/21/2021,2021,c53,m,0.887903,diptera,culicomorpha
6/21/2021,2021,c53,m,1.559306,diptera,culicomorpha
6/21/2021,2021,c53,m,1.885782,diptera,culicomorpha
6/21/2021,2021,c53,m,0.630719,diptera,culicomorpha
6/21/2021,2021,c53,m,0.891165,diptera,culicomorpha
6/21/2021,2021,c53,m,1.178241,diptera,culicomorpha
6/21/2021,2021,c53,m,1.187197,diptera,culicomorpha
6/21/2021,2021,c53,m,1.727551,diptera,culicomorpha
6/21/2021,2021,c53,m,1.921165,diptera,culicomorpha
6/21/2021,2021,c53,m,1.259238,diptera,culicomorpha
6/21/2021,2021,c53,m,0.938485,diptera,culicomorpha
6/21/2021,2021,c53,m,0.777901,diptera,culicomorpha
6/21/2021,2021,c53,m,1.138181,diptera,culicomorpha
6/21/2021,2021,c53,m,1.102,diptera,culicomorpha
6/21/2021,2021,c53,m,0.918045,diptera,culicomorpha
6/21/2021,2021,c53,m,0.857025,diptera,culicomorpha
6/21/2021,2021,c53,m,1.543036,diptera,culicomorpha
6/21/2021,2021,c53,m,0.95695,diptera,culicomorpha
6/21/2021,2021,c53,m,1.912504,diptera,culicomorpha
6/21/2021,2021,c53,m,0.80126,diptera,culicomorpha
6/21/2021,2021,c53,m,2.107986,diptera,culicomorpha
6/21/2021,2021,c53,m,1.161412,diptera,culicomorpha
6/21/2021,2021,c53,m,1.658417,diptera,culicomorpha
6/21/2021,2021,c53,m,1.560309,diptera,culicomorpha
6/21/2021,2021,c53,m,1.622469,diptera,culicomorpha
6/21/2021,2021,c53,m,1.151376,diptera,culicomorpha
6/21/2021,2021,c53,m,1.059864,diptera,culicomorpha
6/21/2021,2021,c53,m,1.830174,diptera,culicomorpha
6/21/2021,2021,c53,m,0.534389,diptera,culicomorpha
6/21/2021,2021,c53,m,1.28374,diptera,culicomorpha
6/21/2021,2021,c53,m,1.206417,diptera,culicomorpha
6/21/2021,2021,c53,m,1.118076,diptera,culicomorpha
6/21/2021,2021,c53,m,1.08791,diptera,culicomorpha
6/21/2021,2021,c53,m,0.961846,diptera,culicomorpha
6/21/2021,2021,c53,m,1.975949,diptera,culicomorpha
6/21/2021,2021,c53,m,0.978955,diptera,culicomorpha
6/21/2021,2021,c53,m,1.958967,diptera,culicomorpha
6/21/2021,2021,c53,m,1.834898,diptera,culicomorpha
6/21/2021,2021,c53,m,1.142543,diptera,culicomorpha
6/21/2021,2021,c53,m,1.072219,diptera,culicomorpha
6/21/2021,2021,c53,m,1.181071,diptera,culicomorpha
6/21/2021,2021,c53,m,1.211084,diptera,culicomorpha
6/21/2021,2021,c53,m,1.988078,diptera,culicomorpha
6/21/2021,2021,c53,m,1.268003,diptera,culicomorpha
6/21/2021,2021,c53,m,0.983999,diptera,culicomorpha
6/21/2021,2021,c53,m,1.991272,diptera,culicomorpha
6/21/2021,2021,c53,m,1.998509,diptera,culicomorpha
6/21/2021,2021,c53,m,1.07595,diptera,culicomorpha
6/21/2021,2021,c53,m,1.186886,diptera,culicomorpha
6/21/2021,2021,c53,m,1.064914,diptera,culicomorpha
6/21/2021,2021,c53,m,1.692827,diptera,culicomorpha
6/21/2021,2021,c53,m,1.092662,diptera,culicomorpha
6/21/2021,2021,c53,m,1.168823,diptera,culicomorpha
